ScatID,Obs,Date,Month,Site,Location,Latitude,Longitude,% Certain,Weather,Hormone_Quality,Notes,Individual_ID,Species_ID,,,,,,,,,ScatID,,,,,,,,,,,,
SE407,sk,8/8/21,8,Washelli Cemetery,Seattle,47.70937,-122.33784,100,Sunny,,,*CoyoteM10,,,,,,,,,,413,,,,,,,,,,,,
SE408,sk,8/8/21,8,Washelli Cemetery,Seattle,47.70927,-122.33745,100,Sunny,,,CoyoteM10,,,,,,,,,,414,,,,,,,,,,,,
SE409,sk,8/8/21,8,Washelli Cemetery,Seattle,47.70924,-122.33748,100,Sunny,,,CoyoteM10,,,,,,,,,,415,,,,,,,,,,,,
SE410,sk,8/9/21,8,Golden Gardens,Seattle,47.69324,-122.40157,100,Sunny,,,CoyoteF10,,,,,,,,,,416,,,,,,,,,,,,
SE411A,,,,Golden Gardens,Seattle,,,,,,,CoyoteF10,,,,,,,,,,,,,,,,,,,,,,
SE411B,sk,8/9/21,8,Genesee,Seattle,47.56531,-122.2786,100,Sunny,,,CoyoteM5,,,,,,,,,,417,,,,,,,,,,,,
SE412,sk,8/9/21,8,Genesee,Seattle,47.56531,-122.27836,100,Sunny,,,CoyoteM5,,,,,,,,,,418,,,,,,,,,,,,
SE413,sk,8/9/21,8,Genesee,Seattle,47.56609,-122.27736,100,Sunny,,,CoyoteM5,,,,,,,,,,419,,,,,,,,,,,,
SE414,sk,8/9/21,8,Genesee,Seattle,47.5668,-122.27821,100,Sunny,,,FAILED,,,,,,,,,,420,,,,,,,,,,,,
SE415,sk,8/9/21,8,Genesee,Seattle,47.56736,-122.2789,100,Sunny,,,*CoyoteF5,,,,,,,,,,421,,,,,,,,,,,,
SE416,sk,8/9/21,8,Genesee,Seattle,47.56758,-122.27909,100,Sunny,,,CoyoteF5,,,,,,,,,,422,,,,,,,,,,,,
SE417,sk,8/9/21,8,Genesee,Seattle,47.56776,-122.27722,100,Sunny,,blue plastic,*CoyoteM5,,,,,,,,,,423,,,,,,,,,,,,
SE418,sk,8/9/21,8,Genesee,Seattle,47.5672,-122.27712,100,Sunny,,,CoyoteM8,,,,,,,,,,424,,,,,,,,,,,,
SE419,sk,8/9/21,8,Genesee,Seattle,47.56717,-122.27719,100,Sunny,,,CoyoteF5,,,,,,,,,,425,,,,,,,,,,,,
SE420,sk,8/9/21,8,Genesee,Seattle,47.56706,-122.27693,60,Sunny,,,*CoyoteM8,,,,,,,,,,426,,,,,,,,,,,,
SE421,sk,8/9/21,8,Genesee,Seattle,47.56694,-122.27703,100,Sunny,,,CoyoteM5,,,,,,,,,,427,,,,,,,,,,,,
SE422,sk,8/9/21,8,Genesee,Seattle,47.56782,-122.27823,70,Sunny,,,CoyoteM8,,,,,,,,,,428,,,,,,,,,,,,
SE423,sk,8/9/21,8,Genesee,Seattle,47.5679,-122.27811,100,Sunny,,older blue plastic,CoyoteF5,,,,,,,,,,429,,,,,,,,,,,,
SE424,sk,8/9/21,8,Genesee,Seattle,47.56697,-122.27712,100,Sunny,,,*CoyoteM5,,,,,,,,,,430,,,,,,,,,,,,
SE425,sk,8/9/21,8,Seward,Seattle,47.55231,-122.25336,100,Sunny,,,CoyoteM13,,,,,,,,,,431,,,,,,,,,,,,
SE426,sk,8/9/21,8,Seward,Seattle,47.55328,-122.25077,50,Sunny,,,CoyoteF4,,,,,,,,,,432,,,,,,,,,,,,
SE427,sk,8/9/21,8,Seward,Seattle,47.55903,-122.25275,100,Sunny,,,CoyoteM7,,,,,,,,,,433,,,,,,,,,,,,
SE428,sk,8/9/21,8,Seward,Seattle,47.56072,-122.252,100,Sunny,,,CoyoteM13,,,,,,,,,,434,,,,,,,,,,,,
SE429,sk,8/9/21,8,Pritchard Island,Seattle,47.5274,-122.26219,60,Sunny,,older trash,Dog,,,,,,,,,,435,,,,,,,,,,,,
SE430,sk,8/9/21,8,Pritchard Island,Seattle,47.52688,-122.2621,100,Sunny,,could be same as 431; older from last transect,CoyoteF7,,,,,,,,,,436,,,,,,,,,,,,
SE431,sk,8/9/21,8,Pritchard Island,Seattle,47.52688,-122.2621,100,Sunny,,could be same as 430; older from last transect,CoyoteF7,,,,,,,,,,437,,,,,,,,,,,,
SE432,sk,8/9/21,8,Pritchard Island,Seattle,47.527,-122.26188,50,Sunny,,older,*CoyoteM7,,,,,,,,,,438,,,,,,,,,,,,
SE433,sk,8/9/21,8,Kubota Gardens,Seattle,47.51276,-122.26716,100,Sunny,,older,CoyoteM15,,,,,,,,,,439,,,,,,,,,,,,
SE434,sk,8/9/21,8,Kubota Gardens,Seattle,47.5133,-122.26904,100,Sunny,,black berry,CoyoteM15,,,,,,,,,,440,,,,,,,,,,,,
SE435,sk,8/9/21,8,Kubota Gardens,Seattle,47.51414,-122.2684,100,Sunny,,,CoyoteM15,,,,,,,,,,441,,,,,,,,,,,,
SE436,sk,8/9/21,8,Kubota Gardens,Seattle,47.51414,-122.2684,100,Sunny,,may not be worth it,CoyoteM16,,,,,,,,,,442,,,,,,,,,,,,
SE437,sk,8/9/21,8,Kubota Gardens,Seattle,47.51432,-122.26829,90,Sunny,,,CoyoteF15,,,,,,,,,,443,,,,,,,,,,,,
SE438,sk,8/9/21,8,Rising Star,Seattle,47.5305,-122.29073,100,Sunny,,,CoyoteM22,,,,,,,,,,444,,,,,,,,,,,,
SE439,sk,8/12/21,8,Hills of Eternity Cemetery,Seattle,47.64336,-122.36729,100,Sunny,,,CoyoteM12,,,,,,,,,,445,,,,,,,,,,,,
SE440,sk,8/12/21,8,Hills of Eternity Cemetery,Seattle,47.64334,-122.36718,100,Sunny,,,*CoyoteM12,,,,,,,,,,446,,,,,,,,,,,,
SE441,sk,8/12/21,8,Hills of Eternity Cemetery,Seattle,47.64333,-122.36714,100,Sunny,,,CoyoteM12,,,,,,,,,,447,,,,,,,,,,,,
SE442,sk,8/12/21,8,Hills of Eternity Cemetery,Seattle,47.64452,-122.36372,100,Sunny,,,CoyoteF8,,,,,,,,,,448,,,,,,,,,,,,
SE443,sk,8/12/21,8,Hills of Eternity Cemetery,Seattle,47.64674,-122.36398,100,Sunny,,,FAILED,,,,,,,,,,449,,,,,,,,,,,,
SE444,sk,8/12/21,8,Hills of Eternity Cemetery,Seattle,47.64671,-122.36407,100,Sunny,,,CoyoteF8,,,,,,,,,,450,,,,,,,,,,,,
SE445,sk,8/12/21,8,Hills of Eternity Cemetery,Seattle,47.64669,-122.36485,100,Sunny,,,CoyoteM12,,,,,,,,,,451,,,,,,,,,,,,
SE446,sk,8/12/21,8,Lawton,Seattle,47.65507,-122.39104,100,Sunny,,peed on by many dogs,Dog,,,,,,,,,,452,,,,,,,,,,,,
SE448,sk,8/12/21,8,Lawton,Seattle,47.65568,-122.393,100,Sunny,,"fresh, blackberry",CoyoteF16,,,,,,,,,,453,,,,,,,,,,,,
SE449,sk,8/13/21,8,Camp Long,Seattle,47.55685,-122.37537,100,Sunny,,fresh,FAILED,,,,,,,,,,454,,,,,,,,,,,,
SE450,sk,8/13/21,8,Camp Long,Seattle,47.55583,-122.37371,100,Sunny,,cherry,FAILED,,,,,,,,,,455,,,,,,,,,,,,
SE451,sk,8/13/21,8,Camp Long,Seattle,47.55586,-122.37394,100,Sunny,,older,FAILED,,,,,,,,,,456,,,,,,,,,,,,
SE452,sk,8/13/21,8,Camp Long,Seattle,47.55584,-122.37399,100,Sunny,,older,FAILED,,,,,,,,,,457,,,,,,,,,,,,
SE453,sk,8/18/21,8,Union Bay,Seattle,47.65404,-122.29343,100,Sunny,,berry,CoyoteM2,,,,,,,,,,458,,,,,,,,,,,,
SE454,sk,8/18/21,8,Union Bay,Seattle,47.65449,-122.29266,100,Sunny,,,CoyoteM2,,,,,,,,,,459,,,,,,,,,,,,
SE455,sk,8/18/21,8,Union Bay,Seattle,47.65493,-122.29067,100,Sunny,,berry,CoyoteM2,,,,,,,,,,460,,,,,,,,,,,,
SE456,sk,8/21/21,8,North Seattle College,Seattle,47.70939,-122.33772,100,Cloudy,,,CoyoteF6,,,,,,,,,,465,,,,,,,,,,,,
SE457,sk,8/21/21,8,North Seattle College,Seattle,47.697779,-122.33066,100,Cloudy,,,CoyoteF3,,,,,,,,,,466,,,,,,,,,,,,
SE458,sk,8/21/21,8,North Seattle College,Seattle,47.69778,-122.33058,100,Cloudy,,,CoyoteF3,,,,,,,,,,467,,,,,,,,,,,,
SE459,sk,8/21/21,8,North Seattle College,Seattle,47.69864,-122.33059,100,Cloudy,,,CoyoteF3,,,,,,,,,,468,,,,,,,,,,,,
SE460,sk,8/21/21,8,North Seattle College,Seattle,47.69909,-122.33067,100,Cloudy,,,CoyoteF3,,,,,,,,,,469,,,,,,,,,,,,
SE461,sk,8/21/21,8,Golden Gardens,Seattle,47.69244,-122.40208,100,Cloudy,,older,Dog,,,,,,,,,,470,,,,,,,,,,,,
SE462,sk,8/21/21,8,Golden Gardens,Seattle,47.69164,-122.40166,100,Cloudy,,,CoyoteF17,,,,,,,,,,471,,,,,,,,,,,,
SE_PB05,pb,8/22/21,8,Carkeek ,Seattle,,,,,,,,,,,,,,,,,472,,,,,,,,,,,,
SE463,sk,8/23/21,8,Genesee,Seattle,47.5659,-122.27746,100,Sunny,,,Dog,,,,,,,,,,473,,,,,,,,,,,,
SE464,sk,8/23/21,8,Genesee,Seattle,47.5688,-122.27752,100,Sunny,,,CoyoteM5,,,,,,,,,,474,,,,,,,,,,,,
SE465,sk,8/23/21,8,Genesee,Seattle,47.56801,-122.27711,100,Sunny,,,CoyoteM5,,,,,,,,,,475,,,,,,,,,,,,
SE466,sk,8/23/21,8,Genesee,Seattle,47.56777,-122.27732,100,Sunny,,,CoyoteM5,,,,,,,,,,476,,,,,,,,,,,,
SE467,sk,8/23/21,8,Genesee,Seattle,47.56777,-122.27732,100,Sunny,,,CoyoteM5,,,,,,,,,,477,,,,,,,,,,,,
SE468,sk,8/23/21,8,Genesee,Seattle,47.56777,-122.27732,100,Sunny,,,CoyoteM5,,,,,,,,,,478,,,,,,,,,,,,
SE469,sk,8/23/21,8,Genesee,Seattle,47.56777,-122.27732,100,Sunny,,very fresh,CoyoteM5,,,,,,,,,,479,,,,,,,,,,,,
SE470,sk,8/23/21,8,Genesee,Seattle,47.56758,-122.27725,100,Sunny,,older,CoyoteM5,,,,,,,,,,480,,,,,,,,,,,,
SE471,sk,8/23/21,8,Genesee,Seattle,47.56717,-122.27728,100,Sunny,,veg,CoyoteM8,,,,,,,,,,481,,,,,,,,,,,,
SE472,sk,8/23/21,8,Genesee,Seattle,47.56693,-122.27693,90,Sunny,,,CoyoteM8,,,,,,,,,,482,,,,,,,,,,,,
SE473,sk,8/23/21,8,Genesee,Seattle,47.56692,-122.27697,100,Sunny,,black berry,CoyoteM8,,,,,,,,,,483,,,,,,,,,,,,
SE474,sk,8/23/21,8,Genesee,Seattle,47.56677,-122.2774,100,Sunny,,,CoyoteF5,,,,,,,,,,484,,,,,,,,,,,,
SE475,sk,8/23/21,8,Genesee,Seattle,47.56798,-122.27807,100,Sunny,,,CoyoteF5,,,,,,,,,,485,,,,,,,,,,,,
SE476,sk,8/23/21,8,Seward,Seattle,47.55308,-122.25093,100,Sunny,,,CoyoteM7,,,,,,,,,,486,,,,,,,,,,,,
SE477,sk,8/23/21,8,Seward,Seattle,47.5538,-122.25116,100,Sunny,,"older, looks like its dog but is definitly coyote, trash inside",CoyoteF9,,,,,,,,,,487,,,,,,,,,,,,
SE478,sk,8/23/21,8,Seward,Seattle,47.56109,-122.25096,100,Sunny,,black berry,CoyoteF9,,,,,,,,,,488,,,,,,,,,,,,
SE479,sk,8/23/21,8,Seward,Seattle,47.56047,-122.25056,100,Sunny,,,*CoyoteM6,,,,,,,,,,489,,,,,,,,,,,,
SE480,sk,8/23/21,8,Seward,Seattle,47.55923,-122.25015,70,Sunny,,very fresh,CoyoteF9,,,,,,,,,,490,,,,,,,,,,,,
SE481,sk,8/23/21,8,Seward,Seattle,47.55924,-122.25002,100,Sunny,,,CoyoteM13,,,,,,,,,,491,,,,,,,,,,,,
SE482,sk,8/23/21,8,Seward,Seattle,47.55127,-122.24802,100,Sunny,,,CoyoteF9,,,,,,,,,,492,,,,,,,,,,,,
SE483,sk,8/23/21,8,Seward,Seattle,47.54967,-122.25402,100,Sunny,,,CoyoteF9,,,,,,,,,,493,,,,,,,,,,,,
SE484,sk,8/23/21,8,Seward,Seattle,47.54965,-122.25404,100,Sunny,,,CoyoteF9,,,,,,,,,,494,,,,,,,,,,,,
SE485,sk,8/23/21,8,Seward,Seattle,47.54943,-122.25489,100,Sunny,,older,CoyoteF9,,,,,,,,,,495,,,,,,,,,,,,
SE486,sk,8/23/21,8,Pritchard Island,Seattle,47.52724,-122.2621,80,Sunny,,fresh,CoyoteF7,,,,,,,,,,496,,,,,,,,,,,,
SE487,sk,8/23/21,8,Pritchard Island,Seattle,47.52692,-122.26194,100,Sunny,,,CoyoteM6,,,,,,,,,,497,,,,,,,,,,,,
SE488,sk,8/23/21,8,Pritchard Island,Seattle,47.52757,-122.26207,50,Sunny,,,CoyoteF7,,,,,,,,,,498,,,,,,,,,,,,
SE489,sk,8/23/21,8,Kubota Gardens,Seattle,47.51345,-122.26907,70,Sunny,,,CoyoteF15,,,,,,,,,,499,,,,,,,,,,,,
SE490,sk,8/23/21,8,Rising Star,Seattle,47.52967,-122.29008,100,Sunny,,,Dog,,,,,,,,,,500,,,,,,,,,,,,
SE491,sk,8/23/21,8,Rising Star,Seattle,47.52933,-122.28949,,Sunny,,"Varying ages, tons in this one area, some could possibly be raccoon",CoyoteF23,,,,,,,,,,501,,,,,,,,,,,,
SE492,sk,8/23/21,8,Rising Star,Seattle,47.52933,-122.28949,,Sunny,,"Varying ages, tons in this one area, some could possibly be raccoon",CoyoteF22,,,,,,,,,,502,,,,,,,,,,,,
SE493,sk,8/23/21,8,Rising Star,Seattle,47.52933,-122.28949,,Sunny,,"Varying ages, tons in this one area, some could possibly be raccoon",CoyoteF22,,,,,,,,,,504,,,,,,,,,,,,
SE494,sk,8/23/21,8,Rising Star,Seattle,47.52933,-122.28949,,Sunny,,"Varying ages, tons in this one area, some could possibly be raccoon",CoyoteF22,,,,,,,,,,505,,,,,,,,,,,,
SE495,sk,8/23/21,8,Rising Star,Seattle,47.52933,-122.28949,,Sunny,,"Varying ages, tons in this one area, some could possibly be raccoon",CoyoteF22,,,,,,,,,,506,,,,,,,,,,,,
SE496,sk,8/23/21,8,Rising Star,Seattle,47.52933,-122.28949,,Sunny,,"Varying ages, tons in this one area, some could possibly be raccoon",CoyoteM21,,,,,,,,,,507,,,,,,,,,,,,
SE497,sk,8/23/21,8,Rising Star,Seattle,47.52933,-122.28949,,Sunny,,"Varying ages, tons in this one area, some could possibly be raccoon",CoyoteM22,,,,,,,,,,508,,,,,,,,,,,,
SE498,sk,8/23/21,8,Rising Star,Seattle,47.52933,-122.28949,,Sunny,,"Varying ages, tons in this one area, some could possibly be raccoon",CoyoteF24,,,,,,,,,,509,,,,,,,,,,,,
SE499,sk,8/23/21,8,Rising Star,Seattle,47.52933,-122.28949,,Sunny,,"Varying ages, tons in this one area, some could possibly be raccoon",CoyoteF22,,,,,,,,,,510,,,,,,,,,,,,
SE500,sk,8/23/21,8,Rising Star,Seattle,47.52933,-122.28949,,Sunny,,"Varying ages, tons in this one area, some could possibly be raccoon",CoyoteF22,,,,,,,,,,511,,,,,,,,,,,,
SE501,sk,8/23/21,8,Rising Star,Seattle,47.52933,-122.28949,,Sunny,,"Varying ages, tons in this one area, some could possibly be raccoon",CoyoteM22,,,,,,,,,,512,,,,,,,,,,,,
SE502,sk,8/23/21,8,Rising Star,Seattle,47.529555,-122.29001,100,Sunny,,,CoyoteM21,,,,,,,,,,513,,,,,,,,,,,,
SE504,sk,8/27/21,8,Carkeek ,Seattle,47.71557,-122.37452,100,Cloudy,,"cherry, fresh",*CoyoteM19,,,,,,,,,,514,,,,,,,,,,,,
SE505,sk,8/28/21,8,Lawton,Seattle,47.65486,-122.39092,100,Sunny,,"older, dry",CoyoteF8,,,,,,,,,,515,,,,,,,,,,,,
SE506,sk,8/30/21,8,West Duwamish,Seattle,47.54289,-122.35348,100,Cloudy,,,*CoyoteF24,,,,,,,,,,516,,,,,,,,,,,,
SE507,sk,8/30/21,8,West Duwamish,Seattle,47.54289,-122.35,100,Cloudy,,older,FAILED,,,,,,,,,,517,,,,,,,,,,,,
SE508,sk,8/31/21,8,Magnuson,Seattle,47.67721,-122.25584,100,Cloudy,,,FAILED,,,,,,,,,,518,,,,,,,,,,,,
SE509,sk,9/2/21,9,North Seattle College,Seattle,47.69777,-122.33062,100,Sunny,,,FAILED,,,,,,,,,,519,,,,,,,,,,,,
SE510,sk,9/2/21,9,North Seattle College,Seattle,47.69763,-122.33045,100,Sunny,,,CoyoteF3,,,,,,,,,,520,,,,,,,,,,,,
SE511,sk,9/2/21,9,North Seattle College,Seattle,47.69937,-122.33089,100,Sunny,,"fresh, veeg",CoyoteF3,,,,,,,,,,521,,,,,,,,,,,,
SE512,sk,9/2/21,9,North Seattle College,Seattle,47.69938,-122.33096,100,Sunny,,,CoyoteF3,,,,,,,,,,522,,,,,,,,,,,,
SE513,sk,9/2/21,9,Washelli Cemetery,Seattle,47.70956,-122.33807,100,Sunny,,"older, dry",CoyoteM10,,,,,,,,,,523,,,,,,,,,,,,
SE514,sk,9/2/21,9,Washelli Cemetery,Seattle,47.70956,-122.33807,100,Sunny,,,CoyoteM10,,,,,,,,,,524,,,,,,,,,,,,
SE515,sk,9/2/21,9,Washelli Cemetery,Seattle,47.70895,-122.33661,100,Sunny,,,CoyoteF6,,,,,,,,,,525,,,,,,,,,,,,
SE516,sk,9/2/21,9,Washelli Cemetery,Seattle,47.70914,-122.33728,50,Sunny,,,FAILED,,,,,,,,,,526,,,,,,,,,,,,
SE517,sk,9/2/21,9,Washelli Cemetery,Seattle,47.70921,-122.33802,100,Sunny,,,CoyoteF6,,,,,,,,,,527,,,,,,,,,,,,
SE518,sk,9/2/21,9,Golden Gardens,Seattle,47.6932,-122.40145,100,Sunny,,,CoyoteF10,,,,,,,,,,528,,,,,,,,,,,,
SE519,sk,9/2/21,9,Golden Gardens,Seattle,47.69423,-122.40209,100,Sunny,,,FAILED,,,,,,,,,,529,,,,,,,,,,,,
SE520,sk,9/5/21,9,Meadow Brooke Pond,Seattle,47.70538,-122.28915,50,Cloudy,,Could be owl pellet,FAILED,,,,,,,,,,530,,,,,,,,,,,,
SE522,sk,9/6/21,9,Gennessee,Seattle,47.56728,-122.27845,60,Sunny,,All veg,*CoyoteM1,,,,,,,,,,531,,,,,,,,,,,,
SE523,sk,9/6/21,9,Gennessee,Seattle,47.56762,-122.27787,100,Sunny,,,FAILED,,,,,,,,,,532,,,,,,,,,,,,
SE524,sk,9/6/21,9,Gennessee,Seattle,47.56731,-122.27782,100,Sunny,,,CoyoteF5,,,,,,,,,,533,,,,,,,,,,,,
SE525,sk,9/6/21,9,Gennessee,Seattle,47.56729,-122.27776,100,Sunny,,,CoyoteM5,,,,,,,,,,534,,,,,,,,,,,,
SE526,sk,9/6/21,9,Gennessee,Seattle,47.56699,-122.27758,100,Sunny,,,CoyoteF5,,,,,,,,,,535,,,,,,,,,,,,
SE527,sk,9/6/21,9,Gennessee,Seattle,47.56699,-122.27758,100,Sunny,,veg,CoyoteM5,,,,,,,,,,536,,,,,,,,,,,,
SE528,sk,9/6/21,9,Seward,Seattle,47.55238,-122.25338,100,Sunny,,,CoyoteF9,,,,,,,,,,537,,,,,,,,,,,,
SE529,sk,9/6/21,9,Seward,Seattle,47.55853,-122.25322,100,Sunny,,older,CoyoteF9,,,,,,,,,,538,,,,,,,,,,,,
SE530,sk,9/6/21,9,Seward,Seattle,47.56005,-122.25192,100,Sunny,,old,*CoyoteM6,,,,,,,,,,539,,,,,,,,,,,,
SE531,sk,9/6/21,9,Seward,Seattle,47.56082,-122.25227,100,Sunny,,next to dog poop,CoyoteF9,,,,,,,,,,540,,,,,,,,,,,,
SE532,sk,9/6/21,9,Seward,Seattle,47.56112,-122.2523,100,Sunny,,"very old, missed a few times",CoyoteF9,,,,,,,,,,541,,,,,,,,,,,,
SE533,sk,9/6/21,9,Seward,Seattle,47.55907,-122.24974,100,Sunny,,run over,CoyoteM7,,,,,,,,,,542,,,,,,,,,,,,
SE534,sk,9/6/21,9,Seward,Seattle,47.55898,-122.24976,50,Sunny,,veg,CoyoteF9,,,,,,,,,,543,,,,,,,,,,,,
SE535,sk,9/6/21,9,Seward,Seattle,47.55849,-122.24983,100,Sunny,,Stepped on a few times,CoyoteF9,,,,,,,,,,544,,,,,,,,,,,,
SE536,sk,9/6/21,9,Seward,Seattle,47.55018,-122.25155,100,Sunny,,dry,*CoyoteF9,,,,,,,,,,545,,,,,,,,,,,,
SE537,sk,9/6/21,9,Seward,Seattle,47.5495,-122.25453,100,Sunny,,trash,FAILED,,,,,,,,,,546,,,,,,,,,,,,
SE538,sk,9/6/21,9,Pritchard Island,Seattle,47.52717,-122.26201,100,Sunny,,some mold,FAILED,,,,,,,,,,547,,,,,,,,,,,,
SE539,sk,9/6/21,9,Pritchard Island,Seattle,47.52704,-122.26212,100,Sunny,,pretty sure this is form a month ago,CoyoteF7,,,,,,,,,,548,,,,,,,,,,,,
SE540,sk,9/6/21,9,Rising Star,Seattle,47.52931,-122.28951,100,Sunny,,,CoyoteF23,,,,,,,,,,549,,,,,,,,,,,,
SE541,sk,9/6/21,9,Rising Star,Seattle,47.52931,-122.28951,100,Sunny,,,CoyoteF23,,,,,,,,,,550,,,,,,,,,,,,
SE542,sk,9/6/21,9,Rising Star,Seattle,47.52928,-122.28951,100,Sunny,,,CoyoteF22,,,,,,,,,,551,,,,,,,,,,,,
SE543,sk,9/6/21,9,Rising Star,Seattle,47.52929,-122.28961,100,Sunny,,,CoyoteF22,,,,,,,,,,552,,,,,,,,,,,,
SE544,sk,9/7/21,9,Carkeek ,Seattle,47.70967,-122.37885,100,Cloudy,,"older, freshly peed on by dog",FAILED,,,,,,,,,,553,,,,,,,,,,,,
SE545,sk,9/7/21,9,Carkeek ,Seattle,47.70936,-122.37639,100,Cloudy,,,CoyoteF6,,,,,,,,,,554,,,,,,,,,,,,
SE546,sk,9/9/21,9,Lawton,Seattle,47.65439,-122.38899,40,Sunny,,,FAILED,,,,,,,,,,555,,,,,,,,,,,,
SE547,sk,9/9/21,9,Lawton,Seattle,47.6545,-122.38988,100,Sunny,,older,CoyoteM27,,,,,,,,,,556,,,,,,,,,,,,
SE548,sk,9/9/21,9,Magnolia Playfield,Seattle,47.64579,-122.39844,50,Sunny,,could be raccoon,FAILED,,,,,,,,,,557,,,,,,,,,,,,
SE549,sk,9/9/21,9,Magnolia Playfield,Seattle,47.64579,-122.39844,50,Sunny,,could be raccoon,FAILED,,,,,,,,,,558,,,,,,,,,,,,
SE550,sk,9/9/21,9,Discovery,Seattle,47.65698,-122.41039,100,Sunny,,,CoyoteF16,,,,,,,,,,559,,,,,,,,,,,,
SE551A,sk,9/9/21,9,Discovery,Seattle,47.66131,-122.41231,100,Sunny,,"old, under dead bird",CoyoteF16,,,,,,,,,,560,,,,,,,,,,,,
SE551B,,,,,,,,,,,,Dog,,,,,,,,,,,,,,,,,,,,,,
SE552,sk,9/9/21,9,Discovery,Seattle,47.66386,-122.41955,100,Sunny,,run over,CoyoteM27,,,,,,,,,,561,,,,,,,,,,,,
SE553,sk,9/9/21,9,Discovery,Seattle,47.66342,-122.41711,100,Sunny,,,CoyoteM27,,,,,,,,,,562,,,,,,,,,,,,
SE554,sk,9/9/21,9,Discovery,Seattle,47.66062,-122.42117,100,Sunny,,"older, berry",CoyoteM27,,,,,,,,,,563,,,,,,,,,,,,
SE555,sk,9/9/21,9,Discovery,Seattle,47.65982,-122.42238,100,Sunny,,,CoyoteM27,,,,,,,,,,564,,,,,,,,,,,,
SE556,sk,9/9/21,9,Discovery,Seattle,47.6594,-122.42148,100,Sunny,,veg,CoyoteM27,,,,,,,,,,565,,,,,,,,,,,,
SE557,sk,9/9/21,9,Discovery,Seattle,47.65799,-122.41747,100,Sunny,,older,FAILED,,,,,,,,,,566,,,,,,,,,,,,
SE558,sk,9/9/21,9,Discovery,Seattle,47.65701,-122.41667,100,Sunny,,older,FAILED,,,,,,,,,,567,,,,,,,,,,,,
SE559,sk,9/10/21,9,Hills of Eternity Cemetery,Seattle,47.64333,-122.36724,100,Sunny,,,CoyoteM12,,,,,,,,,,568,,,,,,,,,,,,
SE560,sk,9/16/21,9,Magnusun,Seattle,47.67865,-122.25368,100,Sunny,,pretty fresh,CoyoteM4,,,,,,,,,,569,,,,,,,,,,,,
SE561,sk,9/17/21,9,West Duwamish,Seattle,47.54475,-122.35276,100,Partly Rainy,,"wet, small amount of mold",FAILED,,,,,,,,,,570,,,,,,,,,,,,
SE562,sk,9/17/21,9,Camp Long,Seattle,47.55686,-122.37299,70,Partly Rainy,,"dry, old",FAILED,,,,,,,,,,571,,,,,,,,,,,,
SE563,sk,9/17/21,9,Camp Long,Seattle,47.55582,-122.37387,100,Partly Rainy,,"wet, small amount of mold",FAILED,,,,,,,,,,572,,,,,,,,,,,,
SE564B,sk,9/17/21,9,Camp Long,Seattle,47.5558,-122.37411,70,Partly Rainy,,"wet, small amount of mold",Dog,,,,,,,,,,573,,,,,,,,,,,,
SE_PB_07,pb,9/20/21,9,Carkeek ,Seattle,,,100,,,,,,,,,,,,,,574,,,,,,,,,,,,
SE_PB_08,pb,9/20/21,9,Carkeek ,Seattle,,,100,,,,,,,,,,,,,,575,,,,,,,,,,,,
SE_PB_09,pb,9/20/21,9,Carkeek ,Seattle,,,100,,,,,,,,,,,,,,576,,,,,,,,,,,,
SE565,sk,9/20/21,9,Sand Point Golf,Seattle,47.68681,-122.27209,100,Partly Cloudy,,"wet, had poured the night before",CoyoteM23,,,,,,,,,,577,,,,,,,,,,,,
SE566,sk,9/20/21,9,Sand Point Golf,Seattle,47.68426,-122.27045,100,Partly Cloudy,,"wet, had poured the night before, mold",CoyoteM23,,,,,,,,,,578,,,,,,,,,,,,
SE567,sk,9/20/21,9,Sand Point Golf,Seattle,47.6845,-122.2696,100,Partly Cloudy,,"wet, had poured the night before",CoyoteM23,,,,,,,,,,579,,,,,,,,,,,,
SE568,sk,9/20/21,9,Sand Point Golf,Seattle,47.6844,-122.26983,100,Partly Cloudy,,"wet, had poured the night before; got left in backpack for 2 days instead of being in freezer",CoyoteM26,,,,,,,,,,580,,,,,,,,,,,,
SE569,sk,9/20/21,9,Sand Point Golf,Seattle,47.6844,-122.26983,100,Partly Cloudy,,"wet, had poured the night before",CoyoteM9,,,,,,,,,,581,,,,,,,,,,,,
SE570,sk,9/20/21,9,Sand Point Golf,Seattle,47.68442,-122.26999,100,Partly Cloudy,,"wet, had poured the night before",FAILED,,,,,,,,,,582,,,,,,,,,,,,
SE572,sk,9/20/21,9,Sand Point Golf,Seattle,47.6844,-122.26997,100,Partly Cloudy,,"wet, had poured the night before",CoyoteM25,,,,,,,,,,583,,,,,,,,,,,,
SE573,sk,9/20/21,9,Sand Point Golf,Seattle,47.68439,-122.26995,100,Partly Cloudy,,"wet, had poured the night before",CoyoteM23,,,,,,,,,,584,,,,,,,,,,,,
SE574,sk,9/20/21,9,Sand Point Golf,Seattle,47.68436,-122.26998,100,Partly Cloudy,,"wet, had poured the night before",*CoyoteM23,,,,,,,,,,585,,,,,,,,,,,,
SE575,sk,9/20/21,9,Sand Point Golf,Seattle,47.68439,-122.26985,100,Partly Cloudy,,"wet, had poured the night before",CoyoteM25,,,,,,,,,,586,,,,,,,,,,,,
SE576,sk,9/20/21,9,Sand Point Golf,Seattle,47.68434,-122.26985,100,Partly Cloudy,,"wet, had poured the night before",CoyoteM23,,,,,,,,,,587,,,,,,,,,,,,
